Category,Sentiment,Comment,Facilities_Bathrooms,Facilities_Cafeteria,Facilities_Classrooms,Facilities_Cleanliness,Facilities_Computers,Facilities_Furniture,Facilities_Monitors,Facilities_Spaces,Payments_Accessibility,Payments_Accounting,Payments_Courteous,Payments_DigitalTrust,Payments_InfoClarity,Payments_Processing,Payments_Queues,Payments_Security,Professor_Approachability,Professor_Clarity,Professor_ClassroomMgmt,Professor_Fairness,Professor_Feedback,Professor_Mastery,Professor_Punctuality,Professor_TeachingQuality,Professor_TeachingStyle,Staff_AdminComm,Staff_Canteen,Staff_Cashier,Staff_Maintenance,Staff_OfficeStaff,Staff_Registrar,Staff_Safety,Staff_Substitute,Rating
Staff,Negative,Sana mas maraming staff. 😭 - for real.,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2
Staff,Negative,Hindi masyadong maganda ang serbisyo. 😅 - overall.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2
Facilities,Positive,"Comfortable naman yung classroom. 🙂, tbh.",5.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Negative,Staff needs more people. 🙁 — sobra.,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2
Professors,Negative,"Overall, sir was dismissive of questions ngayong sem. 😭 Also, grading felt unfair sometimes. 🙂",,,,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,2
Professors,Neutral,"Good prof, no complaints - tbh.",,,,,,,,,,,,,,,,,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,,,,,,,,,3
Staff,Positive,They went above and beyond to help. 🙂 — in general.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5
Professors,Negative,Sana mas malinaw magturo. 🙂 - tbh.,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,,2
Payments,Positive,Good experience overall. Good experience overall. 😭,,,,,,,,,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,4
Facilities,Positive,"The cafeteria was well maintained. Plus, so far, the projector was spacious enough this week.",5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Negative,"Ang tagal bago may sumagot. On the other hand, the registrar snapped at me for no reason.",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,2
Facilities,Positive,love the library! — for real.,5.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,"Staff answered my question, for real.",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,3
Staff,Positive,yung secretary sulit ang serbisyo ngayong sem 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4
Facilities,Neutral,sana dagdagan yung outlets. 😐 — not bad not great.,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Professors,Neutral,discussion was interesting. 😅 — in general.,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,3
Facilities,Positive,Love the library! 🙂 - overall.,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,"Same as usual, no complaints. Sa ngayon, the gym was comfortable. 😅",4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Neutral,No issues so far - nothing special.,,,,,,,,,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Facilities,Negative,Sana updated yung website. 😭 — overall.,2.0,5.0,2.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Neutral,okay lang tuition today,,,,,,,,,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Facilities,Positive,"Honestly, the gym was spacious enough this sem. 😊",3.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,"Sa ngayon, the campus is fair for now this week. 😭",3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Professors,Negative,"So far, the teacher gave unclear instructions lately.",,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,2
Payments,Positive,"no problem with payments. 🙂, for real.",,,,,,,,,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,sakto lang fees this sem 😅,,,,,,,,,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Staff,Neutral,Wala naman akong issue. 😐,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3
Professors,Neutral,"Overall, the professor teaches fine, nothing special today. On the other hand, si ma'am pwede na lately",,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,,,,,,,,,3
Staff,Neutral,yung sa student affairs manageable naman ngayong sem 😅,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3
Staff,Positive,Staff made the process easy.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,4
Facilities,Neutral,walang extra yung chairs ngayong sem,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Neutral,yung chairs walang extra 😭,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Positive,"Sa ngayon, the guard was kind to us.",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4
Professors,Neutral,Wala namang problema sa prof.,,,,,,,,,,,,,,,,,3.0,5.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,,,,,,,,,3
Payments,Positive,"payment mabilis magprocess lately. Also, may sobrang bayad akong nakita, di maliwanag. 😅",,,,,,,,,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,4
Facilities,Positive,Malinis naman ang campus. 😊 - as expected.,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Neutral,wala naman akong issue. 😐 — nothing special.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3
Facilities,Negative,Sana ayusin yung projector. 😅 Kulang yung chairs.,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Positive,yung instructor ang galing magturo 😅,,,,,,,,,,,,,,,,,5.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,5.0,,,,,,,,,4
Professors,Neutral,"good prof, no complaints. 😐 - not bad not great.",,,,,,,,,,,,,,,,,3.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,,,,,,,,,3
Facilities,Negative,"Sana updated yung website. 🙁, overall.",2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Positive,"one of the best profs I've had, sa totoo lang.",,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,,,,,,,,,4
Staff,Negative,"So far, the guard was condescending. 😅",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2
Facilities,Positive,"Comfortable naman yung classroom. 😅, for real.",5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Negative,The billing office had hidden fees. 😭,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1
Staff,Neutral,"Overall, office staff did the job, nothing more today. 😅",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3
Facilities,Neutral,"Okay yung library hours. 😭 On the other hand, yung classroom medyo so-so today 😅",3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Neutral,"Nothing special about the room. On the other hand, sakto lang yung gym",2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Negative,"Parang ayaw talaga tumulong. 😅 So far, the staff was average overall.",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2
Payments,Positive,"Payment was quick and easy, just saying.",,,,,,,,,5.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,"Sa ngayon, the clinic is fair for now. 😅",3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Negative,"May sobrang bayad akong nakita, di maliwanag. 😭 - ang hirap.",,,,,,,,,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,2
Payments,Negative,The fees took too much time. 😭 — grabe.,,,,,,,,,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,2
Facilities,Positive,Comfortable naman yung classroom. 🙂 — for real.,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"No issues so far. On the other hand, nothing to add about payments.",,,,,,,,,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,3
Facilities,Negative,kadiri ang banyo yung wifi this sem,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Neutral,"nothing to add about payments. 😐, nothing special.",,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Facilities,Negative,yung library amoy hindi maganda 😅,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Negative,may paborito sa klase propesor this week 🙂,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,,,,,,,,,2
Staff,Negative,sobrang masungit ng staff dito — grabe.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2
Facilities,Positive,"Overall, the cafeteria worked fine today lately. The wifi was spacious enough today.",5.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Negative,"Sa ngayon, front desk took forever to reply. Also, overall, office staff was very helpful ngayong sem.",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1
Payments,Negative,"Sa ngayon, the cashier's office double-charged me by mistake.",,,,,,,,,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,2
Staff,Negative,Parang ayaw talaga tumulong — for real.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2
Professors,Neutral,"Good prof, no complaints - overall, take it or leave it.",,,,,,,,,,,,,,,,,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,3
Payments,Positive,"Good experience overall. 🙂, sa totoo lang.",,,,,,,,,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,4
Staff,Positive,"So far, the maintenance team handled my concern well today. 😅",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4
Facilities,Positive,Comfortable naman yung classroom. 😭 — in general.,4.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,Love how helpful they are. 😊 — tbh.,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4
Facilities,Negative,"Sobrang kadiri ng comfort room. Also, kulang yung chairs. 🙂",1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1
Facilities,Negative,"So far, the clinic is too small.",1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Neutral,"Sa ngayon, front desk was average overall this sem. 😭",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3
Facilities,Neutral,medyo so-so yung cafeteria lately 😭,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Facilities,Positive,"So far, the library was clean and quiet lately. 😅",3.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Negative,"So far, admin staff seemed annoyed to help ngayong sem. Also, the secretary was rude to me.",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,3
Staff,Neutral,"Sana mas malinaw yung announcements. 😭, not bad not great.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,3
Staff,Negative,Parang ayaw talaga tumulong. 😭 — sa totoo lang.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2
Professors,Positive,good teaching style. 🙂 — in general.,,,,,,,,,,,,,,,,,4.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,,,,,,,,,4
Professors,Positive,Good teaching style - consistently.,,,,,,,,,,,,,,,,,3.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,,,,,,,,,4
Professors,Neutral,Si sir sakto lang 😐,,,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,,,,,,,,,3
Staff,Positive,"Overall, front desk handled my concern well. 😭",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,4
Staff,Positive,"Really appreciate the staff here. Sa ngayon, the staff made the process easy this sem. 😅",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,3
Staff,Neutral,Cashier was acceptable lately. 😭,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
Staff,Negative,"Nakakainsulto yung pagsagot niya. 😅 Plus, admin staff was hard to talk to this sem.",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2
Professors,Positive,very good professor. 🙂 — in general.,,,,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,,,,,,,,,4
Staff,Neutral,"No comment, okay naman. 😭, could be better.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4
Staff,Negative,"Front desk was cold and unfriendly lately. Also, they went above and beyond to help.",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2
Payments,Positive,No problem with payments. Payment was acceptable. 😭,,,,,,,,,4.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Negative,"Tuition is confusing. Plus, sira ang portal fees 😅",,,,,,,,,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,2
Payments,Negative,The billing office double-charged me by mistake ngayong sem. tuition sobrang abala this sem,,,,,,,,,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,2
Professors,Negative,"Ang bagal intindihin minsan. 😅, grabe.",,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,,,,,,,,,2
Payments,Negative,The online payment system was a complete hassle. 😭,,,,,,,,,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,2
Staff,Positive,They went above and beyond to help. 😭 Front desk was polite. 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4
Professors,Positive,"ang galing magturo si sir. On the other hand, madaling kausap propesor ngayong sem 😭",,,,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,1.0,4.0,3.0,5.0,1.0,,,,,,,,,4
Staff,Neutral,guard sa gate medyo so-so,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3
Payments,Positive,The online payment system was processed quickly. 😭,,,,,,,,,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,4
Professors,Negative,si ma'am sobrang harsh mag-comment today 😅,,,,,,,,,,,,,,,,,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,2
Facilities,Positive,Malinis naman ang campus. yung gym sobrang siksikan today 😅,1.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,okay lang yung wifi this sem 😭,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Neutral,payment was acceptable. 😐 — overall.,,,,,,,,,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Facilities,Neutral,"Same as usual, no complaints, medyo lang.",3.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Positive,smooth naman resibo lately,,,,,,,,,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,4
Staff,Negative,Sana mas maraming staff. 😭 - sayang.,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2
Payments,Neutral,"Payment was fair enough ngayong sem. Plus, confusing yung payment breakdown. 😭",,,,,,,,,4.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,3
Staff,Positive,mabait naman sila. 😊 — honestly.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4
Staff,Neutral,"Admin staff was okay, nothing special - sakto lang.",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3
Payments,Neutral,Payment was acceptable. 😐 - medyo lang.,,,,,,,,,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Payments,Neutral,"It's fine, nothing more to say. 😅 It's fine, nothing more to say. 🙂",,,,,,,,,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Positive,malinaw magturo si prof - as expected.,,,,,,,,,,,,,,,,,5.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,,,,,,,,,4
Professors,Neutral,medyo strict si prof,,,,,,,,,,,,,,,,,2.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,,,,,,,,,3
Professors,Positive,Ma'am makes lessons easy to follow — in general.,,,,,,,,,,,,,,,,,3.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,,,,,,,,,4
Staff,Negative,"Sana mas mabilis next time. 🙂, talaga naman.",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2
Payments,Positive,The portal was easy to use this sem.,,,,,,,,,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"Honestly, the cashier's office was fair enough ngayong sem.",,,,,,,,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,3
Staff,Positive,ang bait yung sa student affairs lately 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,4
Staff,Positive,"Honestly, admin staff was accommodating lately. 😅",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4
Professors,Negative,Ang bagal intindihin minsan. 🙁 - talaga naman.,,,,,,,,,,,,,,,,,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,2
Professors,Neutral,"Teaches okay, nothing more — sa totoo lang.",,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,3
Professors,Neutral,"teaches okay, nothing more. 😅 — overall.",,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,,,,,,,,,3
Payments,Neutral,"Overall, the cashier's office was okay, nothing special today. 🙂 It's fine, nothing more to say. 🙂",,,,,,,,,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Staff,Negative,"Sa ngayon, the guard took forever to reply ngayong sem.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2
Payments,Positive,sulit ang proseso process ng bayad this sem,,,,,,,,,5.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,4
Staff,Positive,They went above and beyond to help — no complaints here.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4
Facilities,Neutral,facilities are ok. 😐 — medyo lang.,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Professors,Positive,si sir madaling kausap lately,,,,,,,,,,,,,,,,,4.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,,,,,,,,,4
Staff,Positive,"Staff answered my question. 😅, consistently.",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,1.0,4.0,4.0,4.0,3.0,4
Staff,Negative,yung staff kulang minsan lately,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2
Professors,Negative,"ang bagal intindihin minsan. 😭, overall.",,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,2
Payments,Neutral,"The portal was okay, nothing special lately. 😭 Plus, overall, the cashier's office is manageable for me.",,,,,,,,,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Payments,Positive,good experience overall — no complaints here.,,,,,,,,,2.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,4
Professors,Positive,yung instructor helpful naman this sem 😭,,,,,,,,,,,,,,,,,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,4
Professors,Negative,"Sana mas malinaw magturo. 😅 Also, sa ngayon, the teacher gave unclear instructions.",,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1
Professors,Positive,Very good professor - in general.,,,,,,,,,,,,,,,,,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,,,,,,,,,4
Professors,Negative,ang bagal intindihin paminsan-minsan. 🙁 — sa totoo lang.,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,2
Professors,Positive,considerate yung instructor this sem 😭 si ma'am maayos magturo today,,,,,,,,,,,,,,,,,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,,4
Payments,Neutral,Nothing to add about payments. 😐 - sa totoo lang.,,,,,,,,,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,3
Payments,Positive,Good experience overall. 😊 — no complaints here.,,,,,,,,,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,4
Staff,Neutral,"yung nasa counter pwede na, sa totoo lang.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,3
Facilities,Neutral,"Sa ngayon, the clinic is fair for now ngayong sem.",3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Neutral,"Overall, the online payment system was okay, nothing special lately.",,,,,,,,,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Staff,Neutral,sakto lang admin lately,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3
Facilities,Positive,computers maayos naman today. okay na okay yung lab this sem 😭,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Positive,"The online payment system was easy to use. It's fine, nothing more to say.",,,,,,,,,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,4
Facilities,Positive,"Overall, the cafeteria was comfortable. 😅",3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Neutral,okay lang staff sa office lately 🙂 pwede na yung staff lately,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4
Professors,Positive,One of the best profs I've had. 😅 One of the best profs I've had. 🙂,,,,,,,,,,,,,,,,,2.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,,,,,,,,,4
Staff,Positive,"Mabait naman sila. On the other hand, the maintenance team was okay, nothing special this week. 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4
Staff,Neutral,Nothing major to report. 😭 — overall.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,3
Facilities,Negative,sobrang gulo ng lugar hallway 😭,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Facilities,Negative,medyo luma na yung projector this sem 😭,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
